wavelength_A,flux,flux_err
4.58320865e+03,4.33494753e-17,
4.58435487e+03,5.96894324e-17,
4.58550109e+03,2.63646085e-17,
4.58664731e+03,9.85422414e-18,
4.58779353e+03,1.42047491e-17,
4.58893975e+03,1.35140434e-17,
4.59008597e+03,4.26010754e-17,
4.59123219e+03,2.82685169e-17,
4.59237841e+03,1.20456249e-17,
4.59352463e+03,3.12343465e-17,
4.59467085e+03,4.15071787e-17,
4.59581707e+03,4.83318489e-17,
4.59696329e+03,5.37632623e-17,
4.59810951e+03,2.77138311e-17,
4.59925573e+03,1.92031898e-17,
4.60040195e+03,3.68060366e-17,
4.60154817e+03,5.72022128e-17,
4.60269440e+03,3.21779049e-17,
4.60384062e+03,2.91002470e-17,
4.60498684e+03,3.50823874e-17,
4.60613306e+03,4.17346500e-17,
4.60727928e+03,5.42022967e-17,
4.60842550e+03,1.58134186e-17,
4.60957172e+03,2.99863130e-17,
4.61071794e+03,5.76399502e-17,
4.61186416e+03,5.01405818e-17,
4.61301038e+03,9.96320684e-18,
4.61415660e+03,3.36230556e-17,
4.61530282e+03,3.33792093e-17,
4.61644904e+03,5.35564573e-17,
4.61759526e+03,4.54274523e-17,
4.61874148e+03,5.27159127e-17,
4.61988770e+03,5.76541115e-17,
4.62103392e+03,5.39414867e-17,
4.62218014e+03,4.31163659e-17,
4.62332637e+03,4.49557542e-17,
4.62447259e+03,5.32803609e-17,
4.62561881e+03,5.50661115e-17,
4.62676503e+03,3.77107638e-17,
4.62791125e+03,2.23324538e-17,
4.62905747e+03,3.55998187e-17,
